Date,Hour,Store_ID,Staff_On_Shift,Transactions,Total_Sales,Foot_Traffic
2024-06-08,15,114,5,15,566.07,124
2024-06-08,16,114,4,12,591.63,126
2024-06-08,17,114,5,14,376.29,137
2024-06-08,18,114,3,8,282.93,99
2024-06-08,19,114,4,20,602.6,141
2024-06-08,20,114,4,10,296.2,110
2024-06-08,21,114,4,15,594.63,130
2024-06-08,10,115,5,16,596.61,112
2024-06-08,11,115,2,9,299.97,121
2024-06-08,12,115,3,10,400.12,116
2024-06-08,13,115,3,9,330.54,119
2024-06-08,14,115,4,17,576.94,135
2024-06-08,15,115,3,16,495.41,113
2024-06-08,16,115,3,11,554.84,116
2024-06-08,17,115,5,13,380.62,125
2024-06-08,18,115,2,14,473.88,122
2024-06-08,19,115,2,11,387.69,103
2024-06-08,20,115,2,12,387.03,126
2024-06-08,21,115,2,10,365.21,123
2024-06-08,10,116,2,15,546.04,117
2024-06-08,11,116,3,14,562.74,119
2024-06-08,12,116,5,11,470.08,110
2024-06-08,13,116,5,14,596.24,119
2024-06-08,14,116,5,23,769.85,137
2024-06-08,15,116,4,18,630.83,133
2024-06-08,16,116,5,21,803.91,121
2024-06-08,17,116,2,16,578.05,134
2024-06-08,18,116,3,10,430.19,119
2024-06-08,19,116,3,17,616.16,111
2024-06-08,20,116,5,14,440.32,121
2024-06-08,21,116,5,18,699.09,124
2024-06-08,10,117,2,12,347.91,120
2024-06-08,11,117,2,12,480.87,102
2024-06-08,12,117,5,21,773.45,133
2024-06-08,13,117,2,16,526.24,107
2024-06-08,14,117,5,15,617.93,120
2024-06-08,15,117,2,12,423.29,136
2024-06-08,16,117,4,17,595.7,144
2024-06-08,17,117,2,12,372.79,120
2024-06-08,18,117,3,17,649.78,108
2024-06-08,19,117,5,11,388.72,119
2024-06-08,20,117,3,15,534.12,118
2024-06-08,21,117,3,22,862.99,109
2024-06-08,10,118,4,13,411.36,117
2024-06-08,11,118,4,13,499.61,107
2024-06-08,12,118,3,10,413.87,105
2024-06-08,13,118,5,18,495.02,135
2024-06-08,14,118,2,16,449.62,108
2024-06-08,15,118,4,20,642.52,142
2024-06-08,16,118,2,13,503.67,104
2024-06-08,17,118,2,21,736.89,116
2024-06-08,18,118,2,20,693.48,135
2024-06-08,19,118,3,14,585.33,105
2024-06-08,20,118,4,18,555.67,134
2024-06-08,21,118,5,16,556.32,100
2024-06-08,10,119,4,10,357.14,129
2024-06-08,11,119,2,16,513.81,118
2024-06-08,12,119,4,17,552.99,121
2024-06-08,13,119,5,13,417.23,130
2024-06-08,14,119,2,20,673.88,127
2024-06-08,15,119,2,16,681.98,111
2024-06-08,16,119,4,13,419.21,111
2024-06-08,17,119,3,17,524.72,122
2024-06-08,18,119,3,9,393.13,125
2024-06-08,19,119,3,12,435.68,108
2024-06-08,20,119,4,9,243.07,101
2024-06-08,21,119,5,12,350.36,133
2024-06-08,10,120,2,9,239.34,109
2024-06-08,11,120,5,13,455.84,136
2024-06-08,12,120,5,11,402.62,111
2024-06-08,13,120,3,13,310.36,111
2024-06-08,14,120,4,13,424.11,127
2024-06-08,15,120,4,14,448.9,110
2024-06-08,16,120,2,12,429.05,113
2024-06-08,17,120,2,15,610.0,114
2024-06-08,18,120,4,16,523.2,136
2024-06-08,19,120,3,13,506.18,133
2024-06-08,20,120,3,10,268.5,102
2024-06-08,21,120,2,17,650.87,136
2024-06-08,10,121,3,14,567.9,131
2024-06-08,11,121,4,21,661.2,136
2024-06-08,12,121,4,10,358.87,108
2024-06-08,13,121,2,18,673.42,124
2024-06-08,14,121,4,7,215.83,108
2024-06-08,15,121,2,25,617.39,149
2024-06-08,16,121,2,19,771.57,103
2024-06-08,17,121,5,12,474.05,120
2024-06-08,18,121,5,14,510.36,126
2024-06-08,19,121,3,20,705.04,108
2024-06-08,20,121,5,18,632.33,116
2024-06-08,21,121,4,9,335.88,117
2024-06-08,10,122,2,22,625.58,116
2024-06-08,11,122,4,16,513.47,113
2024-06-08,12,122,2,12,415.35,119
2024-06-08,13,122,2,13,528.74,124
2024-06-08,14,122,3,16,484.45,143
2024-06-08,15,122,3,11,323.82,98
2024-06-08,16,122,5,12,410.76,119
2024-06-08,17,122,3,13,418.79,140
2024-06-08,18,122,2,19,633.13,116
2024-06-08,19,122,3,15,542.58,128
2024-06-08,20,122,2,16,543.03,138
2024-06-08,21,122,3,20,660.41,125
2024-06-08,10,123,5,16,431.1,124
2024-06-08,11,123,2,14,462.24,120
2024-06-08,12,123,3,13,498.58,121
2024-06-08,13,123,3,15,657.84,123
2024-06-08,14,123,2,16,460.44,114
2024-06-08,15,123,2,19,680.71,118
2024-06-08,16,123,2,11,336.02,111
2024-06-08,17,123,3,14,474.55,123
2024-06-08,18,123,4,17,512.98,135
2024-06-08,19,123,5,23,938.4,130
2024-06-08,20,123,5,9,330.16,118
2024-06-08,21,123,5,16,697.05,132
2024-06-08,10,124,4,14,469.52,92
2024-06-08,11,124,4,18,652.52,113
2024-06-08,12,124,3,12,434.93,115
2024-06-08,13,124,3,15,484.48,116
2024-06-08,14,124,5,14,506.19,118
2024-06-08,15,124,2,15,352.82,125
2024-06-08,16,124,4,17,608.94,117
2024-06-08,17,124,3,17,620.29,109
2024-06-08,18,124,2,9,352.93,114
2024-06-08,19,124,5,11,319.06,113
2024-06-08,20,124,5,17,681.69,105
2024-06-08,21,124,5,18,516.79,116
2024-06-08,10,125,5,15,507.13,138
2024-06-08,11,125,3,10,393.18,119
2024-06-08,12,125,5,16,563.89,137
2024-06-08,13,125,4,11,552.19,120
2024-06-08,14,125,5,9,327.52,122
2024-06-08,15,125,2,10,265.97,120
2024-06-08,16,125,2,17,606.1,145
2024-06-08,17,125,3,8,298.95,124
2024-06-08,18,125,3,12,490.1,141
2024-06-08,19,125,4,18,620.04,123
2024-06-08,20,125,4,10,351.11,98
2024-06-08,21,125,2,12,384.53,137
2024-06-08,10,126,3,15,570.97,132
2024-06-08,11,126,5,12,403.87,125
2024-06-08,12,126,5,15,511.56,126
2024-06-08,13,126,4,14,368.13,125
2024-06-08,14,126,4,19,802.2,122
2024-06-08,15,126,3,9,387.49,128
2024-06-08,16,126,5,16,627.37,128
2024-06-08,17,126,2,14,516.47,130
2024-06-08,18,126,2,13,315.44,126
2024-06-08,19,126,3,14,503.73,129
2024-06-08,20,126,2,16,527.94,119
2024-06-08,21,126,2,17,539.62,141
2024-06-08,10,127,3,9,337.36,113
2024-06-08,11,127,3,16,625.02,117
2024-06-08,12,127,2,16,649.63,105
2024-06-08,13,127,4,16,516.11,144
2024-06-08,14,127,2,15,598.89,136
2024-06-08,15,127,2,10,431.02,113
2024-06-08,16,127,4,15,578.32,114
2024-06-08,17,127,3,19,756.05,126
2024-06-08,18,127,3,9,299.03,128
2024-06-08,19,127,5,14,493.99,114
2024-06-08,20,127,5,14,507.66,114
2024-06-08,21,127,5,16,497.73,130
2024-06-08,10,128,5,19,740.81,115
2024-06-08,11,128,4,10,415.09,103
2024-06-08,12,128,3,11,401.34,137
2024-06-08,13,128,2,13,411.63,112
2024-06-08,14,128,5,10,409.58,114
2024-06-08,15,128,5,17,641.53,112
2024-06-08,16,128,4,17,709.54,114
2024-06-08,17,128,2,17,572.84,124
2024-06-08,18,128,5,15,451.4,119
2024-06-08,19,128,2,10,322.59,114
2024-06-08,20,128,2,14,387.56,111
2024-06-08,21,128,2,15,566.5,112
2024-06-09,10,101,4,17,577.77,123
2024-06-09,11,101,2,13,405.02,128
2024-06-09,12,101,5,18,651.7,122
2024-06-09,13,101,5,14,471.62,125
2024-06-09,14,101,4,7,273.44,106
2024-06-09,15,101,3,11,395.67,111
2024-06-09,16,101,3,13,488.24,115
2024-06-09,17,101,3,15,679.38,128
2024-06-09,18,101,4,15,485.48,128
2024-06-09,19,101,4,10,443.96,124
2024-06-09,20,101,4,14,487.55,138
2024-06-09,21,101,3,13,475.48,98
2024-06-09,10,102,5,11,383.54,120
2024-06-09,11,102,3,14,477.73,117
2024-06-09,12,102,4,11,300.36,117
2024-06-09,13,102,4,14,500.16,134
2024-06-09,14,102,3,14,437.88,128
2024-06-09,15,102,3,9,309.81,94
2024-06-09,16,102,4,17,689.19,111
2024-06-09,17,102,5,15,489.16,128
2024-06-09,18,102,2,15,467.16,117
2024-06-09,19,102,3,12,373.61,136
2024-06-09,20,102,3,10,378.13,125
2024-06-09,21,102,2,13,393.66,107
2024-06-09,10,103,4,11,414.43,106
2024-06-09,11,103,2,10,239.84,111
2024-06-09,12,103,2,13,577.79,118
2024-06-09,13,103,3,17,563.38,114
2024-06-09,14,103,2,14,484.23,117
2024-06-09,15,103,3,15,480.63,127
2024-06-09,16,103,4,19,760.62,119
2024-06-09,17,103,3,14,546.27,123
2024-06-09,18,103,3,11,346.07,115
2024-06-09,19,103,2,9,333.83,129
2024-06-09,20,103,2,9,345.73,125
2024-06-09,21,103,4,15,633.37,102
2024-06-09,10,104,2,19,716.33,136
2024-06-09,11,104,5,15,403.09,108
2024-06-09,12,104,4,11,343.27,107
2024-06-09,13,104,2,14,416.62,131
2024-06-09,14,104,4,9,294.71,106
2024-06-09,15,104,5,12,480.56,113
2024-06-09,16,104,4,9,417.24,105
2024-06-09,17,104,3,18,540.8,112
2024-06-09,18,104,4,9,399.13,116
2024-06-09,19,104,2,16,418.5,118
2024-06-09,20,104,3,11,357.09,128
2024-06-09,21,104,5,16,715.28,132
2024-06-09,10,105,4,8,189.27,88
2024-06-09,11,105,5,17,636.53,123
2024-06-09,12,105,2,10,411.58,102
2024-06-09,13,105,4,18,701.85,134
2024-06-09,14,105,3,20,622.6,157
2024-06-09,15,105,4,13,438.17,122
2024-06-09,16,105,5,10,279.19,132
2024-06-09,17,105,4,13,341.63,113
2024-06-09,18,105,3,10,275.95,109
2024-06-09,19,105,2,17,596.54,148
2024-06-09,20,105,2,16,550.39,121
2024-06-09,21,105,4,18,639.83,118
2024-06-09,10,106,5,16,688.75,112
2024-06-09,11,106,3,16,457.54,131
2024-06-09,12,106,2,13,531.68,111
2024-06-09,13,106,2,10,436.41,119
2024-06-09,14,106,3,14,471.65,126
2024-06-09,15,106,5,15,532.88,119
2024-06-09,16,106,2,11,417.13,111
2024-06-09,17,106,5,10,406.47,116
2024-06-09,18,106,2,17,684.65,105
2024-06-09,19,106,2,13,477.21,117
2024-06-09,20,106,2,11,407.92,120
2024-06-09,21,106,2,21,621.78,131
2024-06-09,10,107,5,15,619.06,109
2024-06-09,11,107,4,16,422.52,109
2024-06-09,12,107,3,14,358.16,120
2024-06-09,13,107,3,16,600.94,119
2024-06-09,14,107,4,12,506.58,112
2024-06-09,15,107,5,8,359.03,131
2024-06-09,16,107,4,7,236.41,96
2024-06-09,17,107,4,11,399.13,106
2024-06-09,18,107,5,19,752.34,116
2024-06-09,19,107,4,19,567.5,125
2024-06-09,20,107,3,17,537.59,114
2024-06-09,21,107,3,21,602.21,138
2024-06-09,10,108,3,17,599.71,119
2024-06-09,11,108,2,14,407.6,116
2024-06-09,12,108,5,13,420.49,122
2024-06-09,13,108,2,17,582.97,131
2024-06-09,14,108,3,16,505.02,142
2024-06-09,15,108,5,15,531.83,132
2024-06-09,16,108,3,12,335.64,114
2024-06-09,17,108,4,18,586.0,122
2024-06-09,18,108,5,14,520.91,115
2024-06-09,19,108,5,16,558.11,137
2024-06-09,20,108,2,15,576.44,134
2024-06-09,21,108,3,20,543.89,118
2024-06-09,10,109,5,14,238.22,124
2024-06-09,11,109,4,10,351.1,122
2024-06-09,12,109,2,17,625.35,122
2024-06-09,13,109,2,14,379.51,122
2024-06-09,14,109,5,16,491.32,118
2024-06-09,15,109,2,11,392.46,110
2024-06-09,16,109,4,14,475.24,123
2024-06-09,17,109,2,17,634.13,127
2024-06-09,18,109,2,15,590.06,124
2024-06-09,19,109,5,14,337.11,121
2024-06-09,20,109,2,20,511.63,151
2024-06-09,21,109,3,17,733.34,123
2024-06-09,10,110,2,16,553.09,122
2024-06-09,11,110,2,7,145.71,122
2024-06-09,12,110,3,21,652.72,113
2024-06-09,13,110,4,15,527.2,126
2024-06-09,14,110,3,15,597.06,115
2024-06-09,15,110,4,15,429.92,121
2024-06-09,16,110,3,15,660.21,110
2024-06-09,17,110,3,11,407.42,106
2024-06-09,18,110,3,12,520.28,129
2024-06-09,19,110,2,9,287.33,123
2024-06-09,20,110,2,16,713.05,122
2024-06-09,21,110,2,15,524.11,124
2024-06-09,10,111,3,13,363.11,126
2024-06-09,11,111,5,8,316.97,107
2024-06-09,12,111,5,17,503.37,145
2024-06-09,13,111,2,12,505.06,127
2024-06-09,14,111,2,11,441.65,125
2024-06-09,15,111,3,17,534.77,132
2024-06-09,16,111,4,11,456.61,120
2024-06-09,17,111,4,16,675.51,131
2024-06-09,18,111,5,13,541.87,128
2024-06-09,19,111,4,14,595.85,130
2024-06-09,20,111,2,20,679.77,125
2024-06-09,21,111,4,20,773.02,123
2024-06-09,10,112,3,29,1065.37,132
2024-06-09,11,112,3,14,530.49,105
2024-06-09,12,112,2,15,550.68,121
2024-06-09,13,112,2,15,717.04,109
2024-06-09,14,112,3,12,324.32,119
2024-06-09,15,112,4,14,601.25,122
2024-06-09,16,112,3,11,431.65,123
2024-06-09,17,112,2,15,526.25,117
2024-06-09,18,112,3,14,503.08,121
2024-06-09,19,112,2,19,483.49,106
2024-06-09,20,112,4,9,317.08,133
2024-06-09,21,112,4,16,457.88,127
2024-06-09,10,113,4,17,520.22,122
2024-06-09,11,113,3,13,393.74,121
2024-06-09,12,113,2,19,705.96,125
2024-06-09,13,113,2,15,406.39,126
2024-06-09,14,113,4,19,584.87,139
2024-06-09,15,113,3,14,601.3,125
2024-06-09,16,113,2,15,502.54,117
2024-06-09,17,113,4,15,445.22,121
2024-06-09,18,113,2,19,521.96,115
2024-06-09,19,113,4,8,248.85,100
2024-06-09,20,113,2,9,268.98,101
2024-06-09,21,113,3,19,685.29,122
2024-06-09,10,114,5,17,715.35,113
2024-06-09,11,114,4,13,477.56,122
2024-06-09,12,114,2,20,764.86,133
2024-06-09,13,114,5,19,634.68,128
2024-06-09,14,114,3,15,659.0,123
2024-06-09,15,114,4,11,341.9,128
2024-06-09,16,114,3,16,630.64,122
2024-06-09,17,114,4,13,341.84,105
2024-06-09,18,114,2,15,509.19,135
2024-06-09,19,114,3,14,508.97,121
2024-06-09,20,114,3,13,478.29,127
2024-06-09,21,114,4,19,729.96,119
2024-06-09,10,115,2,16,550.01,123
2024-06-09,11,115,5,10,251.28,100
2024-06-09,12,115,2,11,391.44,105
2024-06-09,13,115,5,19,703.76,135
2024-06-09,14,115,4,15,613.67,138
2024-06-09,15,115,3,13,423.97,111
2024-06-09,16,115,4,11,391.99,107
2024-06-09,17,115,2,14,454.35,112
2024-06-09,18,115,3,11,388.92,121
2024-06-09,19,115,2,12,410.61,128
2024-06-09,20,115,3,13,517.4,104
2024-06-09,21,115,5,16,533.21,111
2024-06-09,10,116,5,9,299.61,144
2024-06-09,11,116,4,13,446.43,129
2024-06-09,12,116,5,11,332.28,109
2024-06-09,13,116,3,15,518.65,103
2024-06-09,14,116,3,20,647.81,121
2024-06-09,15,116,2,14,486.1,115
2024-06-09,16,116,2,12,452.34,108
2024-06-09,17,116,5,14,565.04,98
2024-06-09,18,116,2,11,352.8,124
2024-06-09,19,116,4,15,548.68,133
2024-06-09,20,116,2,18,493.23,114
2024-06-09,21,116,4,12,405.2,144
2024-06-09,10,117,4,16,577.48,120
2024-06-09,11,117,5,13,492.44,117
2024-06-09,12,117,4,6,221.07,94
2024-06-09,13,117,4,17,424.58,110
2024-06-09,14,117,3,14,555.61,116
2024-06-09,15,117,5,21,819.23,126
2024-06-09,16,117,4,8,164.48,114
2024-06-09,17,117,5,7,228.05,108
2024-06-09,18,117,2,15,490.8,106
2024-06-09,19,117,2,11,317.68,119
2024-06-09,20,117,5,18,537.41,127
2024-06-09,21,117,2,12,414.59,114
2024-06-09,10,118,2,8,318.66,98
2024-06-09,11,118,2,13,435.51,132
2024-06-09,12,118,4,13,496.59,108
2024-06-09,13,118,4,12,391.02,128
2024-06-09,14,118,3,20,655.49,126
2024-06-09,15,118,5,9,261.43,119
2024-06-09,16,118,2,14,399.57,131
2024-06-09,17,118,5,9,316.51,112
2024-06-09,18,118,3,7,295.72,105
2024-06-09,19,118,3,10,332.55,110
2024-06-09,20,118,5,20,635.69,128
2024-06-09,21,118,5,10,388.45,126
2024-06-09,10,119,2,12,407.78,113
2024-06-09,11,119,2,10,339.52,118
2024-06-09,12,119,2,12,390.55,134
2024-06-09,13,119,2,9,401.95,117
2024-06-09,14,119,5,15,484.29,136
2024-06-09,15,119,4,12,327.0,107
2024-06-09,16,119,2,14,577.04,131
2024-06-09,17,119,2,12,495.7,116
2024-06-09,18,119,5,13,518.43,115
2024-06-09,19,119,3,12,335.3,137
2024-06-09,20,119,5,14,553.64,136
2024-06-09,21,119,2,11,451.76,113
2024-06-09,10,120,5,12,305.33,121
2024-06-09,11,120,3,15,572.67,108
2024-06-09,12,120,3,19,620.73,118
2024-06-09,13,120,2,13,505.59,116
2024-06-09,14,120,4,17,625.6,122
2024-06-09,15,120,5,18,564.2,122
2024-06-09,16,120,3,19,642.92,134
2024-06-09,17,120,3,15,482.52,118
2024-06-09,18,120,3,13,398.01,115
2024-06-09,19,120,3,16,596.88,126
2024-06-09,20,120,5,13,362.71,120
2024-06-09,21,120,5,15,553.12,115
2024-06-09,10,121,5,16,619.04,122
2024-06-09,11,121,2,16,466.75,123
2024-06-09,12,121,2,15,546.92,134
2024-06-09,13,121,4,15,365.03,114
2024-06-09,14,121,5,19,476.21,130
2024-06-09,15,121,4,15,494.91,118
2024-06-09,16,121,5,15,585.67,129
2024-06-09,17,121,5,13,505.59,119
2024-06-09,18,121,4,13,402.23,110
2024-06-09,19,121,4,10,290.75,124
2024-06-09,20,121,2,15,589.03,130
2024-06-09,21,121,5,12,388.04,119
2024-06-09,10,122,2,17,711.16,130
2024-06-09,11,122,5,15,475.17,119
2024-06-09,12,122,2,9,304.19,105
2024-06-09,13,122,3,7,250.66,111
2024-06-09,14,122,3,14,416.38,116
2024-06-09,15,122,4,12,419.09,134
2024-06-09,16,122,3,20,632.34,146
2024-06-09,17,122,4,15,520.62,118
2024-06-09,18,122,3,18,477.51,126
2024-06-09,19,122,4,16,589.64,122
2024-06-09,20,122,5,22,713.13,136
2024-06-09,21,122,4,8,281.62,109
2024-06-09,10,123,2,18,606.37,129
2024-06-09,11,123,4,15,414.34,122
2024-06-09,12,123,2,18,577.85,154
2024-06-09,13,123,2,18,676.71,137
2024-06-09,14,123,4,18,508.41,113
2024-06-09,15,123,3,18,750.28,111
2024-06-09,16,123,2,15,425.9,130
2024-06-09,17,123,2,11,424.88,133
2024-06-09,18,123,4,13,548.86,139
2024-06-09,19,123,2,15,469.18,134
2024-06-09,20,123,5,13,418.15,128
2024-06-09,21,123,5,19,470.02,131
2024-06-09,10,124,5,16,665.37,116
2024-06-09,11,124,4,18,645.88,124
2024-06-09,12,124,4,13,449.29,113
2024-06-09,13,124,2,12,432.0,118
2024-06-09,14,124,2,16,662.54,106
2024-06-09,15,124,2,13,402.34,117
2024-06-09,16,124,5,13,479.01,119
2024-06-09,17,124,4,12,389.31,111
2024-06-09,18,124,4,17,701.52,133
2024-06-09,19,124,3,14,573.4,135
2024-06-09,20,124,2,10,354.65,134
2024-06-09,21,124,5,7,223.27,103
2024-06-09,10,125,2,12,384.77,110
2024-06-09,11,125,2,13,430.28,116
2024-06-09,12,125,2,16,583.72,116
2024-06-09,13,125,2,10,328.15,122
2024-06-09,14,125,4,16,614.78,104
2024-06-09,15,125,3,14,439.83,126
2024-06-09,16,125,3,17,658.11,113
2024-06-09,17,125,2,15,525.89,113
2024-06-09,18,125,3,15,627.18,142
2024-06-09,19,125,3,14,664.48,123
2024-06-09,20,125,5,15,540.92,117
2024-06-09,21,125,3,12,419.51,119
2024-06-09,10,126,3,19,594.09,128
2024-06-09,11,126,2,15,440.22,112
2024-06-09,12,126,5,8,288.19,106
2024-06-09,13,126,3,14,450.06,120
2024-06-09,14,126,2,12,431.44,109
2024-06-09,15,126,4,17,524.9,135
2024-06-09,16,126,2,16,687.57,116
2024-06-09,17,126,4,15,485.31,122
2024-06-09,18,126,5,18,655.15,119
2024-06-09,19,126,4,9,357.54,123
2024-06-09,20,126,2,21,726.04,134
2024-06-09,21,126,4,11,284.51,109
2024-06-09,10,127,2,17,456.54,115
2024-06-09,11,127,3,18,720.01,120
2024-06-09,12,127,3,21,823.65,134
2024-06-09,13,127,5,16,622.64,141
2024-06-09,14,127,4,13,475.24,95
2024-06-09,15,127,3,16,553.35,128
2024-06-09,16,127,2,21,733.59,111
2024-06-09,17,127,5,12,374.4,131
2024-06-09,18,127,3,22,738.59,128
2024-06-09,19,127,5,20,552.18,106
2024-06-09,20,127,2,12,497.62,114
2024-06-09,21,127,3,12,537.28,108
2024-06-09,10,128,2,16,593.51,116
2024-06-09,11,128,3,11,419.72,111
2024-06-09,12,128,3,18,719.95,120
2024-06-09,13,128,2,12,358.62,95
2024-06-09,14,128,5,13,438.58,110
2024-06-09,15,128,5,20,783.21,125
2024-06-09,16,128,3,15,452.73,104
2024-06-09,17,128,4,18,515.52,129
2024-06-09,18,128,4,9,346.49,107
2024-06-09,19,128,2,19,647.89,113
2024-06-09,20,128,3,15,495.63,126
2024-06-09,21,128,2,19,581.82,132
2024-06-10,10,101,3,12,368.64,119
2024-06-10,11,101,2,12,425.62,119
2024-06-10,12,101,4,10,327.49,122
2024-06-10,13,101,2,16,544.56,115
2024-06-10,14,101,2,12,512.86,106
2024-06-10,15,101,3,15,683.79,130
2024-06-10,16,101,5,12,438.0,105
2024-06-10,17,101,3,12,442.31,110
2024-06-10,18,101,5,10,400.65,122
2024-06-10,19,101,3,7,215.11,110
2024-06-10,20,101,4,23,931.59,127
2024-06-10,21,101,2,17,493.81,113
2024-06-10,10,102,5,12,480.51,105
2024-06-10,11,102,3,18,608.91,117
2024-06-10,12,102,2,12,343.31,117
2024-06-10,13,102,4,20,615.44,119
2024-06-10,14,102,5,19,452.75,119
2024-06-10,15,102,3,11,302.66,116
2024-06-10,16,102,2,10,339.59,117
2024-06-10,17,102,3,16,611.93,127
2024-06-10,18,102,5,14,460.27,97
2024-06-10,19,102,3,13,468.78,110
2024-06-10,20,102,5,10,296.0,114
2024-06-10,21,102,5,11,487.69,122
2024-06-10,10,103,4,13,402.72,117
2024-06-10,11,103,4,18,532.4,110
2024-06-10,12,103,3,10,353.03,140
2024-06-10,13,103,2,16,633.15,119
2024-06-10,14,103,4,18,639.13,123
2024-06-10,15,103,5,20,682.69,109
2024-06-10,16,103,3,12,374.86,117
2024-06-10,17,103,2,17,452.69,130
2024-06-10,18,103,5,17,545.83,119
2024-06-10,19,103,4,16,429.05,117
2024-06-10,20,103,3,16,501.62,123
2024-06-10,21,103,3,21,719.61,117
2024-06-10,10,104,4,22,834.07,111
2024-06-10,11,104,3,17,488.67,114
2024-06-10,12,104,3,15,605.67,113
2024-06-10,13,104,3,14,618.25,120
2024-06-10,14,104,4,10,394.04,101
2024-06-10,15,104,5,12,350.55,118
2024-06-10,16,104,4,13,556.68,119
2024-06-10,17,104,5,10,386.13,108
2024-06-10,18,104,2,14,524.62,128
2024-06-10,19,104,5,15,508.4,128
2024-06-10,20,104,5,11,373.5,113
2024-06-10,21,104,4,9,326.0,93
2024-06-10,10,105,2,17,638.11,117
2024-06-10,11,105,3,11,353.94,125
2024-06-10,12,105,2,16,688.36,140
2024-06-10,13,105,5,12,499.59,117
2024-06-10,14,105,5,10,343.97,115
2024-06-10,15,105,2,11,429.51,108
2024-06-10,16,105,5,15,571.41,122
2024-06-10,17,105,2,18,778.19,131
2024-06-10,18,105,3,6,234.15,126
2024-06-10,19,105,4,18,695.53,129
2024-06-10,20,105,5,21,842.51,103
2024-06-10,21,105,4,11,370.26,123
2024-06-10,10,106,3,28,910.21,147
2024-06-10,11,106,3,8,263.32,116
2024-06-10,12,106,3,11,388.84,124
2024-06-10,13,106,4,15,607.28,134
2024-06-10,14,106,4,12,383.99,119
2024-06-10,15,106,5,8,330.31,112
2024-06-10,16,106,3,14,377.5,132
2024-06-10,17,106,5,12,419.93,122
2024-06-10,18,106,2,18,720.2,137
2024-06-10,19,106,2,12,340.69,113
2024-06-10,20,106,2,14,499.85,128
2024-06-10,21,106,4,16,482.74,121
2024-06-10,10,107,4,17,579.58,107
2024-06-10,11,107,4,16,466.27,103
2024-06-10,12,107,2,10,283.1,116
2024-06-10,13,107,5,8,268.59,102
2024-06-10,14,107,4,18,697.65,135
2024-06-10,15,107,3,17,519.25,120
2024-06-10,16,107,5,13,596.62,108
2024-06-10,17,107,2,12,340.5,129
2024-06-10,18,107,5,18,708.04,116
2024-06-10,19,107,2,11,342.22,128
2024-06-10,20,107,5,17,545.37,137
2024-06-10,21,107,3,20,661.26,134
2024-06-10,10,108,4,10,325.68,103
2024-06-10,11,108,4,16,661.03,120
2024-06-10,12,108,4,14,636.12,130
2024-06-10,13,108,4,13,499.05,115
2024-06-10,14,108,4,12,463.4,115
2024-06-10,15,108,2,15,377.51,120
2024-06-10,16,108,4,19,722.54,124
2024-06-10,17,108,5,20,600.44,131
2024-06-10,18,108,5,16,642.57,122
2024-06-10,19,108,5,14,491.87,98
2024-06-10,20,108,2,17,614.42,99
2024-06-10,21,108,5,18,486.26,120
2024-06-10,10,109,4,11,388.56,105
2024-06-10,11,109,4,17,739.26,143
2024-06-10,12,109,5,16,705.14,135
2024-06-10,13,109,2,17,514.36,121
2024-06-10,14,109,4,17,565.35,120
2024-06-10,15,109,5,13,476.73,119
2024-06-10,16,109,2,15,386.69,118
2024-06-10,17,109,5,14,559.3,117
2024-06-10,18,109,4,19,464.89,133
2024-06-10,19,109,2,15,479.25,101
2024-06-10,20,109,4,16,577.62,126
2024-06-10,21,109,3,21,662.4,121
2024-06-10,10,110,2,13,507.72,121
2024-06-10,11,110,5,24,823.06,117
2024-06-10,12,110,4,14,480.43,113
2024-06-10,13,110,2,18,767.64,131
2024-06-10,14,110,2,18,699.49,125
2024-06-10,15,110,2,12,449.82,102
2024-06-10,16,110,4,13,353.42,115
2024-06-10,17,110,4,26,1091.66,108
2024-06-10,18,110,4,12,307.84,129
2024-06-10,19,110,2,14,589.4,133
2024-06-10,20,110,2,18,705.1,125
2024-06-10,21,110,4,15,516.86,117
2024-06-10,10,111,2,10,387.45,120
2024-06-10,11,111,3,10,322.64,104
2024-06-10,12,111,4,10,425.04,103
2024-06-10,13,111,5,15,556.67,115
2024-06-10,14,111,4,10,328.37,120
2024-06-10,15,111,3,18,629.76,141
2024-06-10,16,111,3,18,561.33,127
2024-06-10,17,111,3,22,719.11,134
2024-06-10,18,111,3,18,762.55,107
2024-06-10,19,111,2,12,350.4,111
2024-06-10,20,111,5,12,511.43,101
2024-06-10,21,111,4,18,771.82,118
2024-06-10,10,112,2,21,790.37,123
2024-06-10,11,112,2,12,480.7,131
2024-06-10,12,112,2,18,521.82,117
2024-06-10,13,112,5,12,415.92,117
2024-06-10,14,112,2,17,685.73,125
2024-06-10,15,112,4,22,583.78,143
2024-06-10,16,112,2,14,519.9,123
2024-06-10,17,112,4,12,385.31,122
2024-06-10,18,112,4,21,891.76,134
2024-06-10,19,112,2,7,267.05,120
2024-06-10,20,112,2,13,526.97,103
2024-06-10,21,112,3,9,335.97,116
2024-06-10,10,113,2,22,823.17,148
2024-06-10,11,113,5,16,525.54,136
2024-06-10,12,113,5,13,382.09,130
2024-06-10,13,113,3,10,297.8,108
2024-06-10,14,113,3,15,474.11,126
2024-06-10,15,113,4,12,462.62,113
2024-06-10,16,113,4,12,355.47,122
2024-06-10,17,113,4,11,359.07,127
2024-06-10,18,113,4,14,456.22,109
